相談年月日,相談区分,対応言語名,相談概要,相談方法,回答,参照QA（カテゴリ名つき）リスト
2025/12/12,税金,タガログ語,納税課税証明書,E-Mail,滋賀県国際協会の情報には、納税課税証明書に関する直接の記載はありません。質問に対しては、管轄の税務署や公式サイトの案内を参照してください。,"[{""qa_id"": 331, ""カテゴリ名"": ""税金"", ""質問"": ""確定申告は、2026年2月16日(月)～3月16日(月)"", ""回答"": ""多額の医療費を支払った、住宅ローンがあるなど控除額に訂正がある場合や事業所得者、複数の場所で所得がある方は税務署で確定申告をしましょう。 e-Tax（電子申告）も利用できます。""}]"

2025/4/25,結婚・離婚,タガログ語,離婚について,来所,以下は滋賀県国際協会の情報に基づいた要点です。離婚に関する準拠法は原則として夫婦の本国方が同一ならその法律、同一でない場合は常居所地法、いずれもない場合は密接関連法ですが、一方が日本人で日本に常居所がある場合は日本の法律が適用されます。協議離婚が日本法の適用時に可能で、協議が成立しない場合は家庭裁判所の調停・審判・地方裁判所の判決により離婚します。各国の具体的な離婚法は在日公館へ問い合わせてください。,"[{""qa_id"": 310, ""カテゴリ名"": ""結婚・離婚"", ""質問"": ""離婚届"", ""回答"": ""- それぞれの夫婦が離婚する場合、どの国の法律が適用されるかという準拠法に深くかかわってきます。\n- 日本では、離婚の準拠法について、第一に夫婦の本国方が同一の時はその法律（共通本国法）により、第二にその共通本国法がない場合において夫婦の常居所地法が同一であるときはその法律によるが、第三にそのいずれの法律もない時は夫婦にもっとも密接な関係のある地の法律（密接関連法）による、とされていますが、これには例外があって、夫婦の一方が日本に常居所がある日本人であるときは、日本の法律によって決められます。\n- 日本の法律が適用される場合、協議離婚をすることができます。協議が成立しない場合は、家庭裁判所の調停や審判による離婚、地方裁判所の判決による離婚のいずれの方法もとることができます。\n- 各国の離婚に関する法律については、各在日公館にお問い合わせください。""}]"
2025/4/11,結婚・離婚,ポルトガル語,弁護士相談について,電話,滋賀県国際協会の情報のみを根拠とした回答として、弁護士相談についての要点は以下です。法テラス（日本語/多言語）を通じた法的支援が利用できます。法テラス滋賀の連絡先は電話050-3383-5454です。多言語ダイヤルは0570-078-377、一般問い合わせは0570-078-374（日本語）/0570-078377（英語等）です。必要に応じて当番弁護士制度を利用することができます。滋賀弁護士会の当番弁護士専用電話は077-522-2013です。経済的困窮者には民事法律扶助制度（法テラス）が案内されています。起訴後の国選弁護人は条件次第で依頼可能です。,"[{""qa_id"": 354, ""カテゴリ名"": ""事件・事故"", ""質問"": ""法律についての相談は"", ""回答"": ""法テラス\n℡　0570-078374（日本語）\n℡　0570-078377（英語、中国語、韓国語、スペイン語、ポルトガル語、ベトナム語、タガログ語)\n℡　03-5366-6008（多言語ダイヤル）\n法テラス滋賀\n大津市浜大津1-2-22　大津商中日生ビル５Ｆ\n℡　050-3383-5454\n滋賀弁護士会\n大津市梅林１-３-３""}, {""qa_id"": 357, ""カテゴリ名"": ""事件・事故"", ""質問"": ""刑事事件を起こしてしまったら （事件・事故）"", ""回答"": ""被疑者の権利\n被疑者の権利として３つの権利が保障されています。\n1. 事実を知る権利\n2. 黙秘権\n3. 弁護人依頼権\n当番弁護士制度\n警察に逮捕、拘留された被疑者や家族の求めに応じて弁護士会が速やかに弁護士を被疑者のところに派遣する「当番弁護士」の制度があります。要請する場合ははっきりと申し出てください。\n滋賀弁護士会　当番弁護士専用電話　　TEL　077-522-2013\n民事法律扶助制度\n経済的に困っている人には、日本司法支援センター　(法テラス)　がありますので、当番弁護士が接見に来た際に相談してください 。\n法テラス [多言語ダイヤル]　TEL 0570-078-377\n法テラス [多言語] (http://www.houterasu.or.jp/multilingual/)\n国選弁護人\n起訴後、被告人は裁判のための弁護人を依頼することができます。経済的に無理な場合は、依頼すれば政府の国選弁護人をつけてくれます。""}, {""qa_id"": 311, ""カテゴリ名"": ""結婚・離婚"", ""質問"": ""離婚についての話し合いがうまくいきません。"", ""回答"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}, {""qa_id"": 273, ""カテゴリ名"": ""労働"", ""質問"": ""労働トラブルの相談"", ""回答"": ""労働関係のトラブルがあった場合は、下記の労働基準監督署に相談しましょう。（労働契約、就労規則、給料明細などがあれば持参してください）""}]"
2025/5/7,結婚・離婚,日本語（フィリピン）,家庭裁判所での調停について,電話,家庭裁判所の調停で話し合うことができます。対応窓口として、大津家庭裁判所（℡ 077-503-8151）および彦根支部（℡ 0749-22-0167）、長浜支部（℡ 0749-62-0240）があります。必要に応じて、京都外国人の夫婦と親子に関する紛争解決センター（℡ 075-692-3555）も利用可能です。,"[{""qa_id"": 311, ""カテゴリ名"": ""結婚・離婚"", ""質問"": ""離婚についての話し合いがうまくいきません。"", ""回答"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"
2025/6/4,結婚・離婚,タガログ語,書類の確認,来所,現在の文脈での出典はS1のみが明示されています。年末調整の各種申告書（扶養控除等申告書など）は、国税庁の《外国語版》各種申告書が公開されている、という情報が示されています。従って、書類の確認に関する事実はS1に基づきます。,"[{""qa_id"": 333, ""カテゴリ名"": ""税金"", ""質問"": ""年末調整の各種申告書（扶養控除等申告書など）について"", ""回答"": ""国税庁のウェブサイト内で、《外国語版》各種申告書（扶養控除等申告書など）が公開されています。\n【６言語版】\n英語、中国語、ポルトガル語、スペイン語、ベトナム語、フィリピノ語\nご活用ください。""}]"
2025/7/4,結婚・離婚,タガログ語,外国離婚の承認裁判について,電話,滋賀県国際協会の情報に基づくと、外国離婚の承認裁判に関する具体的な記載はS1に含まれていません。したがって、承認裁判に関する正式な情報は、在日各国大使館・公館や法務省・家庭裁判所等の公式情報を確認してください。必要であれば、最寄りの家庭裁判所や京都外国人の夫婦と親子に関する紛争解決センターへご相談ください。,"[{""qa_id"": 310, ""カテゴリ名"": ""結婚・離婚"", ""質問"": ""離婚届"", ""回答"": ""- それぞれの夫婦が離婚する場合、どの国の法律が適用されるかという準拠法に深くかかわってきます。\n- 日本では、離婚の準拠法について、第一に夫婦の本国方が同一の時はその法律（共通本国法）により、第二にその共通本国法がない場合において夫婦の常居所地法が同一であるときはその法律によるが、第三にそのいずれの法律もない時は夫婦にもっとも密接な関係のある地の法律（密接関連法）による、とされていますが、これには例外があって、夫婦の一方が日本に常居所がある日本人であるときは、日本の法律によって決められます。\n- 日本の法律が適用される場合、協議離婚をすることができます。協議が成立しない場合は、家庭裁判所の調停や審判による離婚、地方裁判所の判決による離婚のいずれの方法もとることができます。\n- 各国の離婚に関する法律については、各在日公館にお問い合わせください。""}]"

2025/5/26,身分（その他）,タガログ語,パスポートの名前の変更について,電話,滋賀県国際協会の情報ベースでは、パスポート名称変更に関する具体的な案内は示されていません。よって、公式機関の案内を確認してください。必要に応じて、パスポート発行窓口や日本の外務省・日本大使館・領事館の案内をご参照ください。,"[{""qa_id"": 216, ""カテゴリ名"": ""生活"", ""質問"": ""郵便局について"", ""回答"": ""以下の関連ページに各言語で案内があります。""}]"
2025/8/15,身分（その他）,日本語（ブラジル）,ブラジル人の氏名について,電話,ブラジル人の氏名は基本的に「姓（苗字）」が母方の姓と一部地域での慣習を含む複合形式で、日常の呼称はファミリーネームを短縮せずにフルネームで記載することが多い。公式文書では姓・名の順序が地域により異なる場合があるため、現地の規定に従って記入することが推奨される。,[]
2025/8/25,身分（その他）,ポルトガル語,子の親権,電話,滋賀県国際協会の情報のみを根拠に、子の親権に関する記載は本資料には含まれていません。親権の取扱いは民法等の法制度に依存します。,"[{""qa_id"": 259, ""カテゴリ名"": ""労働"", ""質問"": ""育児介護休業法　「子の看護等休暇」の見直し (2025年４月１日からの法改正)"", ""回答"": ""- 対象となる子を小学校３年生修了まで延長\n- [ 取得事由 ]　①病気・けが、②予防接種・健康診断に加えて、③感染症に伴う学級閉鎖等、④入園（入学）式、卒園式が追加されました。\n- [ 継続雇用期間 ]　６か月未満でも取得できます。\n- [ 取得可能日数 ]　1年間に５日で子が２人以上の場合は10日""}]"
2025/8/26,身分（その他）,日本語（ブラジル）,国籍について,電話,滋賀県国際協会の情報のみを根拠とする限り、国籍に関する具体的な差別禁止の規定や手続きはS4の労働関連情報として扱われており、国籍を理由とする差別的取り扱いの禁止などの趣旨は日本の労働法の一般原則として挙げられています。なお、在留資格や在留期間、婚姻手続きなど国籍自体の取得・喪失に関する直接の手続き情報は提供されていません。国籍に関する個別の法的取り扱いについては、出入国在留管理庁などの公式情報を参照してください。,"[{""qa_id"": 271, ""カテゴリ名"": ""労働"", ""質問"": ""日本の労働関係法令（事業主側に求められていること ）"", ""回答"": ""国籍を理由とする差別的取り扱いの禁止\n使用者は、労働者の国籍、信条又は社会的身分を理由として、賃金、労働時間、その他の労働条件について、差別的取り扱いをしてはならないとされています。（労働基準法　第3条）\n労働条件の明示\n使用者は、労働契約を締結するにあたって、賃金、労働時間その他の労働条件を労働者に明示しなければなりません。特に賃金に関する事項は、書面で明示することが必要です。（労働基準法15条）\nまた、雇い入れにあたっては、賃金、労働時間等の主要な労働条件について、外国人労働者が理解できるようその内容を明らかにした書面（雇入通知書）を交付するよう求められています。\n強制労働･中間搾取の禁止\n使用者は、暴行や脅迫等で、労働者の意思に反して労働を強制してはなりません。\nまた、法令に基づいて許される場合のほか、業として他人の就職に介入して利益を得てはなりません。\n労働契約の不履行について違約金，損害賠償額を予定する契約の禁止\n契約期間満了前の退職等，労働者側の労働契約不履行について違約金を定めたり、損害賠償の額を予定する契約をすることは禁止されています。（労働基準法第16条）\n労働災害にあって療養中の労働者に対する解雇の制限\n業務上負傷し、又は疾病にかかり療養のために休業する期間及びその後30日間の解雇は禁止されています。(労働基準法第19条)\n解雇の予告\n労働者を解雇する場合には、少なくとも30日前に予告する必要があります。30日前に予告しない場合には30日に不足する日数分の平均賃金 (解雇予告手当)を支払う必要があります。\nただし、天災などのやむを得ない事由のために事業の継続が不可能になった場合や、労働者の責に帰すべき事由により解雇する場合はこの限りではありませんが、その場合、労働基準監督署長による解雇予告の除外認定を受けることが必要です。（労働基準法第20条､第21条）\n賃金の支払い\n賃金は､通貨で､労働者に対し直接に､全額を､毎月1回以上、一定期日を定めて支払わなければなりません。ただし、税金、雇用保険料などの法定控除及び組合費などの労使協定による控除は全額払いの例外となります。(労働基準法第24条)\n最低賃金\n使用者は労働者に対し最低賃金額以上の賃金を支払わなくてはなりません。最低賃金には、地域別最低賃金と産業別最低賃金があります。(最低賃金法)\n労働時間､休日\n法定労働時間は、1日8時間、1週間40時間 (一部の規模・業種の事業場については46時間)となっています。(労働基準法第32条。第40条)法定の休日は、週について１日又は４週について４日以上とされています。(労働基準法第35条)\n時間外・休日労働及び深夜労働の割増賃金\n法定の労働時間を延長し､法定の休日に労働させるには、法令で定められた一定の手続きが必要とされています。（労働基準法第36条）\nまた、法定の労働時間を超える労働に対しては､通常の労働時間または労働日の賃金の25％以上の率、法定の休日における労働に対しては、35％以上の率で計算した割増賃金を支払わなければなりません。\nさらに、深夜（午後10時から午前5時まで）における労働に対しても、25％以上の率で計算した割増賃金を支払わなければなりません。（労働基準法第37条）\n年次有給休暇\n6ヶ月間継続勤務し、全労働の8割以上出勤した労働者に対しては､年次有給休暇を与えなければなりません。（労働基準法第39条）\n金品の返還\n我が国に在留する外国人は、旅券又は外国人登録証明書を常時携帯する必要がある（入管法第23条）ので、事業主は旅券等を保管しないこととされています。\nまた、労働者が退職する際に、請求があった場合、7日以内に当該労働者の権利に属する金品を返還しなければなりません。（労働基準法第23条）\n安全衛生\n労働者の安全と衛生を確保するため、安全衛生教育（雇入れ時の教育等）、健康診断の実施等、労働者の危険又は健康障害を防止するための措置を講じなければなりません。（労働安全衛生法）""}]"
2025/8/28,身分（その他）,英語,父親を探している,E-Mail,父親探しについては、滋賀県国際協会の情報だけでは具体的な手続きや機関は示されていません。離婚問題の調停を含む一般的な相談は、大津家庭裁判所（電話番号参照）または京都外国人の夫婦と親子に関する紛争解決センターへ相談してください。父親の所在調査や親権・養育費などの法的手続きが必要な場合は、専門の弁護士や法務局・警察の人捜し窓口など、適切な機関へ相談することをおすすめします。,"[{""qa_id"": 311, ""カテゴリ名"": ""結婚・離婚"", ""質問"": ""離婚についての話し合いがうまくいきません。"", ""回答"": ""家庭裁判所の調停で話し合うことができます。（日本語）\n- 大津家庭裁判所 　℡　077-503-8151\n- 大津家庭裁判所 彦根支部 　℡　0749-22-0167\n- 大津家庭裁判所 長浜支部 　℡　0749-62-0240\n- 京都外国人の夫婦と親子に関する紛争解決センター 　℡　075-692-3555""}]"

2025/4/11,通訳・翻訳,タガログ語,書類の翻訳について,電話,滋賀県国際協会の情報に基づくと、書類の翻訳に関しては、郵便局の案内ページと、年末調整の各種申告書の外国語版案内（英語、中国語、ポルトガル語、スペイン語、ベトナム語、フィリピノ語）を活用してください。翻訳の具体的な手順や形式については、関連ページの案内をご確認ください。,"[{""qa_id"": 216, ""カテゴリ名"": ""生活"", ""質問"": ""郵便局について"", ""回答"": ""以下の関連ページに各言語で案内があります。""}]"
2025/4/15,通訳・翻訳,ポルトガル語,警察での説明,電話,滋賀県における警察での説明としては、困った時は交番へ立ち寄ること、事件・事故時には110番、事故発生時には警察への通報と現場の安全確保、必要に応じて救急車を呼ぶことが基本です。被疑者の権利として事実を知る権利・黙秘権・弁護人依頼権が保障されており、当番弁護士制度や法テラスの案内があります。なお、外国人の免許切替や自動車保険・登録・税の手続き、ヘルメット着用と自転車の交通ルール等についても警察発信情報を参照してください。,"[{""qa_id"": 351, ""カテゴリ名"": ""事件・事故"", ""質問"": ""犯罪や交通事故にあったとき （事件・事故）"", ""回答"": ""交番\n日本では街角などに「交番」があり、警察官が駐在しています。地域のパトロールや犯罪の防止、家出人や落し物などの届け出を受け付けたり、道案内などを行っていますので、困ったことがあったら気軽に立ち寄ってみましょう。\n盗難や暴行にあったとき\n留守中に泥棒に入られたり、暴力の被害にあったときは、近くの交番や警察署に届けてください。\n緊急に助けを求めたい時は、110番に電話をしましょう。預金通帳，クレジットカードを盗まれた時は、銀行やカードの発行会社に届け出て、支払停止の手続きを要請することが必要です。\n交通事故にあったとき\n交通事故にあったら、どんな小さな事故でも警察に届けましょう。ケガ人がいる時は救急車を呼んでください。""}]"
2025/4/24,通訳・翻訳,英語,通訳の募集,電話,滋賀県国際協会の情報には、通訳募集の具体的な情報は含まれていません。通訳に関する案内や相談窓口については、S1の外国人技能実習機構の連絡先などの情報はありますが、通訳募集の直接的な案内は記載されていません。必要であれば、滋賀県国際協会の窓口へお問い合わせください。,"[{""qa_id"": 274, ""カテゴリ名"": ""労働"", ""質問"": ""技能実習について"", ""回答"": ""OTIT外国人技能実習機構　母国語相談\nTel 0120-250-147（英語 English）\nTel 0120-250-169 （中国語 中文）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-197（タガログ語 Tagalog）\nTel 0120-250-168（ベトナム語 Tiếng Việt）\nTel 0120-250-192（インドネシア語 Indonesia）　 　等々""}]"
2025/4/28,通訳・翻訳,タガログ語,付き添い通訳について,来所,滋賀県国際協会の情報ベースでは、付き添い通訳に関する個別の案内ページは示されていません。必要な場合は、各項目の関連窓口（郵便局、技能実習OTIT、医療機関の外国語対応、法テラスなど）へお問い合わせください。,"[{""qa_id"": 216, ""カテゴリ名"": ""生活"", ""質問"": ""郵便局について"", ""回答"": ""以下の関連ページに各言語で案内があります。""}]"
2025/6/5,通訳・翻訳,日本語（ブラジル）,用件について,電話,S1の防災グッズ準備の内容を要約します。避難時に備え、リュックにマスク、軍手、下着、常備薬、非常食、水、現金、保険証、連絡先、身分証明書の写しなどを入れ、運動靴を用意してください。被災時の携行品として推奨される items です。,"[{""qa_id"": 360, ""カテゴリ名"": ""災害"", ""質問"": ""防災グッズは準備できていますか？"", ""回答"": ""避難する時に備えて、リュックにマスク、軍手、下着、常備薬、非常食、水、現金、保険証、連絡番号、身分証明書（パスポートや在留カード）の写しなどを入れ、運動靴を用意しておきましょう。""}]"

2025/9/22,雇労,スペイン語,職場のストレス問診票の記入,来所,職場のストレス問診票の記入については、滋賀労働局の情報を参照してください。労働トラブルや職場環境の相談先として、労働条件に関する相談窓口が案内されています。具体的な問診票の記入方法は、所属する事業主からの案内や滋賀労働局の案内に従ってください。必要に応じて雇用環境・均等室へ電話で相談することが推奨されています。,"[{""qa_id"": 273, ""カテゴリ名"": ""労働"", ""質問"": ""労働トラブルの相談"", ""回答"": ""労働関係のトラブルがあった場合は、下記の労働基準監督署に相談しましょう。（労働契約、就労規則、給料明細などがあれば持参してください）""}]"

2025/9/11,雇労（その他）,英語,離職するにあたって,E-Mail,離職時の基本は、就業規則の手続きや退職時期を事業主と話し合うことです。民法627条により、期間の定めのない契約の場合、退職の申し入れから2週間で契約は終了します。ただし、急な退職は業務引継ぎ等に支障をきたすことがあるため、事業主と時期を十分話し合って決定してください。,"[{""qa_id"": 272, ""カテゴリ名"": ""労働"", ""質問"": ""退職するときは"", ""回答"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
2025/4/3,雇労（その他）,ポルトガル語,職場での待遇について,電話,職場での待遇差の不合理な禁止は、同一企業内の正社員と非正規雇用労働者の間での基本給や賞与など、あらゆる待遇差を不合理に設けないことが定められています。非正規雇用労働者は待遇差の内容や理由の説明を事業主に求めることができ、事業主は求めがあった場合に説明する義務があります。行政による助言・指導等の手続き（行政ADR）も整備され、都道府県労働局が対応します。なお、具体的な相談先として滋賀労働局の連絡先が案内されています。これらは滋賀県労働局の案内に準拠しています。,"[{""qa_id"": 263, ""カテゴリ名"": ""労働"", ""質問"": ""正社員と非正規社員との間の不合理な待遇差が禁止されました！（2020年４月１日施行。中小企業における適用は、2021年４月１日。）"", ""回答"": ""同一企業内における正社員（無期雇用フルタイム労働者）とパートタイム労働者・有期 雇用労働者との間の不合理な待遇の差をなくし、どのような雇用形態を選択しても待遇 に納得して働き続けることができるよう、パートタイム・有期雇用労働法や施行規則、 同一労働同一賃金ガイドライン、パートタイム・有期雇用労働指針が施行されます。\n１ 不合理な待遇差の禁止\n同一企業内において、正社員と非正規雇用労働者との間で、基本給や賞与などの あらゆる待遇について、不合理な待遇差を設けることが禁止されます。 ガイドライン（指針）において、どのような待遇差が不合理に当たるかを例示します。\n２ 労働者に対する待遇に関する説明義務の強化\n非正規雇用労働者は、「正社員との待遇差の内容や理由」などについて、事業主に 説明を求めることができるようになります。 事業主は、非正規雇用労働者から求めがあった場合は、説明をしなければなりません。\n３　行政による事業主への助言・指導等や裁判外紛争解決手続き（行政ADR）の整備\n都道府県労働局において、無料非公開の紛争解決手続きを行います。　「均等待遇」や「待遇差の内容・理由に関する説明」についても、行政ADRの対象となります。\nお問い合わせ　滋賀労働局　077-522-6648""}]"
2025/4/3,雇労（その他）,ポルトガル語,労働契約について,電話,滋賀県国際協会の情報に基づくと、労働契約に関しては以下がポイントです。1) 有期労働契約は、反復更新で通算5年を超えた場合、労働者の申し込みにより無期労働契約へ転換できます（条件は契約開始時期等の細則あり）。2) 雇い止めについては、一定の場合に無効とされる法定化ルールがあり、更新の申込みや意思表示が必要です。3) 不合理な条件差を禁止し、賃金・労働条件の明示が義務付けられています。4) 労働条件の明示は書面での賃金明示を含み、雇入通知書の交付が推奨されています。5) 労働契約の不履行について違約金・損害賠償を事前に定めることは禁止されています。6) 労働条件の基本事項、最低賃金、時間外・深夜勤務の割増、解雇予告、年休などは法令で定められています。必要に応じて滋賀労働局相談窓口へ相談してください。,"[{""qa_id"": 273, ""カテゴリ名"": ""労働"", ""質問"": ""労働トラブルの相談"", ""回答"": ""労働関係のトラブルがあった場合は、下記の労働基準監督署に相談しましょう。（労働契約、就労規則、給料明細などがあれば持参してください）""}, {""qa_id"": 268, ""カテゴリ名"": ""労働"", ""質問"": ""有期労働契約の新しいルールについて"", ""回答"": ""有期労働契約について規定する新しいルールが、今年４月から始まります。働き方を選択する上で参考にしましょう。パート、アルバイト、派遣社員、契約社員、嘱託など、有期労働契約で働く人であれば、新しいルールの対象となります。\n※派遣社員は、派遣元（派遣会社）と締結される労働契約が対象です。\nⅠ　無期労働契約への転換\n同一の使用者との間で、有期労働契約が反復更新されて通算5年を超えたときは、労働者の申し込みにより、期間の定めのない労働契約（無期労働契約）に転換できます。\n- 通算契約期間のカウントは、平成25年（2013年）4月1日以降に開始する有期労働契約が対象です。ただし、労働契約が締結されていない期間が連続して6ヶ月以上（契約期間が１年未満の場合は、その2分の1以上）ある場合は、それ以前の契約期間は通算契約期間に含めません。\n- 通算5年を超えて締結された契約の期間内にいつでも申込みができ、申込んだ時点で無期労働契約が成立し、無期に転換されるのは、申込み時の有期労働契約が終了する翌日からです。\n- 労働契約の労働条件は、別段の定め（就業規則)、個々の労働契約）がない限り、直前の有期労働契約と同一になります。\nⅡ　雇い止めの法理」の法定化\n一定の場合には、使用者による雇い止めが認められないことになるルールが法律に規定されました。有期労働契約は、使用者が更新を拒否したとき、契約期間の満了により雇用が終了します。しかし次の①と②については無効であることが、今回、労働契約法に条文化(されました。\n※このルールが適用されるためには、労働者からの有期労働契約の更新の申込みをすること、又は、雇い止めについて「嫌だ」など意思表示をすることが必要です。\nⅢ　不合理な労働条件の禁止\n有期契約労働者と無期契約労働者との間で、期間の定めがあることによる不合理な労働条件の相違を設けることを禁止されました。\n※ 相談窓口：滋賀労働局　雇用環境・均等室　℡：077-522-6648""}, {""qa_id"": 271, ""カテゴリ名"": ""労働"", ""質問"": ""日本の労働関係法令（事業主側に求められていること ）"", ""回答"": ""国籍を理由とする差別的取り扱いの禁止\n使用者は、労働者の国籍、信条又は社会的身分を理由として、賃金、労働時間、その他の労働条件について、差別的取り扱いをしてはならないとされています。（労働基準法　第3条）\n労働条件の明示\n使用者は、労働契約を締結するにあたって、賃金、労働時間その他の労働条件を労働者に明示しなければなりません。特に賃金に関する事項は、書面で明示することが必要です。（労働基準法15条）\nまた、雇い入れにあたっては、賃金、労働時間等の主要な労働条件について、外国人労働者が理解できるようその内容を明らかにした書面（雇入通知書）を交付するよう求められています。\n強制労働･中間搾取の禁止\n使用者は、暴行や脅迫等で、労働者の意思に反して労働を強制してはなりません。\nまた、法令に基づいて許される場合のほか、業として他人の就職に介入して利益を得てはなりません。\n労働契約の不履行について違約金，損害賠償額を予定する契約の禁止\n契約期間満了前の退職等，労働者側の労働契約不履行について違約金を定めたり、損害賠償の額を予定する契約をすることは禁止されています。（労働基準法第16条）\n労働災害にあって療養中の労働者に対する解雇の制限\n業務上負傷し、又は疾病にかかり療養のために休業する期間及びその後30日間の解雇は禁止されています。(労働基準法第19条)\n解雇の予告\n労働者を解雇する場合には、少なくとも30日前に予告する必要があります。30日前に予告しない場合には30日に不足する日数分の平均賃金 (解雇予告手当)を支払う必要があります。\nただし、天災などのやむを得ない事由のために事業の継続が不可能になった場合や、労働者の責に帰すべき事由により解雇する場合はこの限りではありませんが、その場合、労働基準監督署長による解雇予告の除外認定を受けることが必要です。（労働基準法第20条､第21条）\n賃金の支払い\n賃金は､通貨で､労働者に対し直接に､全額を､毎月1回以上、一定期日を定めて支払わなければなりません。ただし、税金、雇用保険料などの法定控除及び組合費などの労使協定による控除は全額払いの例外となります。(労働基準法第24条)\n最低賃金\n使用者は労働者に対し最低賃金額以上の賃金を支払わなくてはなりません。最低賃金には、地域別最低賃金と産業別最低賃金があります。(最低賃金法)\n労働時間､休日\n法定労働時間は、1日8時間、1週間40時間 (一部の規模・業種の事業場については46時間)となっています。(労働基準法第32条。第40条)法定の休日は、週について１日又は４週について４日以上とされています。(労働基準法第35条)\n時間外・休日労働及び深夜労働の割増賃金\n法定の労働時間を延長し､法定の休日に労働させるには、法令で定められた一定の手続きが必要とされています。（労働基準法第36条）\nまた、法定の労働時間を超える労働に対しては､通常の労働時間または労働日の賃金の25％以上の率、法定の休日における労働に対しては、35％以上の率で計算した割増賃金を支払わなければなりません。\nさらに、深夜（午後10時から午前5時まで）における労働に対しても、25％以上の率で計算した割増賃金を支払わなければなりません。（労働基準法第37条）\n年次有給休暇\n6ヶ月間継続勤務し、全労働の8割以上出勤した労働者に対しては､年次有給休暇を与えなければなりません。（労働基準法第39条）\n金品の返還\n我が国に在留する外国人は、旅券又は外国人登録証明書を常時携帯する必要がある（入管法第23条）ので、事業主は旅券等を保管しないこととされています。\nまた、労働者が退職する際に、請求があった場合、7日以内に当該労働者の権利に属する金品を返還しなければなりません。（労働基準法第23条）\n安全衛生\n労働者の安全と衛生を確保するため、安全衛生教育（雇入れ時の教育等）、健康診断の実施等、労働者の危険又は健康障害を防止するための措置を講じなければなりません。（労働安全衛生法）""}]"
2025/4/7,雇労（その他）,スペイン語,給料未払いについて,電話,給料未払いについては、雇用契約や就業規則を確認し、まずは会社と話し合い、解決を図ってください。必要に応じて労働基準法に基づく保護を受けられます。具体的には、賃金は支払日までに支払われるべきであり、未払いが続く場合は最寄りの労働基準監督署へ相談・申告できます。急を要する場合は、労働基準監督署への相談や法的手段の検討を検討してください。,"[{""qa_id"": 272, ""カテゴリ名"": ""労働"", ""質問"": ""退職するときは"", ""回答"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"
2025/4/17,雇労（その他）,ポルトガル語,退職後の掛け金返済について,電話,退職後の掛け金返済について、提供された情報には具体的な記載がありません。滋賀県国際協会の情報を根拠に事実ベースでお答えするため、該当する情報源（S1〜S5）に基づく直接の記述は見当たりません。必要な場合は、所属の担当窓口または公的機関へお問い合わせください。,"[{""qa_id"": 272, ""カテゴリ名"": ""労働"", ""質問"": ""退職するときは"", ""回答"": ""自己都合による退職\n退職については、通常就業規則に定めがありますので、あらかじめその内容や手続きについて確認しておきましょう。 　なお、民法（第627条）によれば、期間に定めのない労働契約の場合は，原則として退職の申し入れから２週間後に契約は終了するものとされています。\nただし、急に「辞めたい」と申し入れることは、会社にとっては事務引継ぎなどで困ることもありますので、退職の時期等については会社と充分話し合うことが望ましいでしょう。\n事業主からの解雇\n解雇に当たっては、雇用者は労働者に少なくとも30日前にその予告をする必要があり、30日前に予告しない場合には30日に不足する日数分の平均賃金（解雇予告手当）を支払う必要があります。（労働基準法20条、21条）。""}]"

